Nombre,Link,Descripcion
Sobre la ley,https://pluto.tv/latam/on-demand/movies/64021c5a653b4e0013096861,"Cuando un ex detective se entera del asesinato de su hijo , se aventura a regresar a las calles oscuras que una vez conoció tan bien. Armado, peligroso y sin nada que perder, debe enfrentarse a la despiadada mafia local en su misión de venganza."
Atrapen Al Gringo,https://pluto.tv/latam/on-demand/movies/6549364e2a6001001ab5604a,"Un criminal capturado por las autoridades mexicanas es enviado a una prisión de mala muerte, donde debe recibir la ayuda de un niño de 10 años."
Kickboxer,https://pluto.tv/latam/on-demand/movies/656dfe8c12fb50001393911b,"Cuando el campeón americano de kickboxing queda inválido al enfrentarse a un despiadado campeón tailandés, su hermano jura vengarse."
El Guardaespaldas,https://pluto.tv/latam/on-demand/movies/60c8abe036537d0013320c0e,"Un policía de Los Ángeles vuela a Nuevo Mexico para trabajar como guardaespaldas de la hija de un poderoso hombre de negocios. Cuando unos gángsters la raptan, él los busca para rescatarla y protegerla."
La Armadura de Dios,https://pluto.tv/latam/on-demand/movies/5f9af29a397eee001abb24ef,"La ex novia de Asian Hawk (Jackie Chan), una cazadora de tesoros y su mejor amiga actual son secuestradas por villanos. Para ayudar a rescatarla, tendrá que encontrar la Armadura de Dios, que hace que quien la lleve sea invencible."
"Conan, el bárbaro",https://pluto.tv/latam/on-demand/movies/5e552dc95c1e25001a24f3a0,"Hace muchos años, los brujos crearon la Máscara de Acheron y las fuerzas oscuras de Acheron conquistaron el mundo. Sin embargo, los bárbaros vencieron a los guerreros Acheron y rompieron la Máscara en pedazos y se dividieron entre las tribus."
Until Deat,https://pluto.tv/latam/on-demand/movies/5e9da6c03f9336001a5ddf0f,Jean-Claude Van Damme interpreta a un teniente sucio al que le gusta la heroína. Es amigo de los mafiosos del crimen organizado y todos lo odian.
The Myt,https://pluto.tv/latam/on-demand/movies/5e5ff369e2fa10001bebda56,"En 221 A.C, Qin Shihuang, el primer emperador de China, comenzó a construir una tumba real a pesar de pretender ser inmortal."
Killing Salazar,https://pluto.tv/latam/on-demand/movies/603e6209049634001a5f321e,"Tom Jensen, un soldado altamente condecorado y el miembro más nuevo del servicio de transportando de los US Marshals, es asignado al transporte de Joseph “El Tiburón” Salazar de regreso a Estados Unidos donde testificará contra su antiguo cartel."
Swelter,https://pluto.tv/latam/on-demand/movies/5ea300780c8fd6001ad8609f,"Diez años después de su atraco en el casino, cuatro convictos escaparon de su antiguo compañero a una ciudad desierta, donde ahora es un hombre de la ley sin memoria de su pasado criminal."
Badges of Fury,https://pluto.tv/latam/on-demand/movies/5eaaeb0d718be7001af50ba4,"Una ola de asesinatos sacude Hong Kong. El joven detective Wang Bu Er está seguro que son obra de un asesino en serie y, junto a su compañero Huang Fei Hong, maestro de kung-fu emprenderán una trepidante aventura para investigar el caso."
Operación Condor - La Armadura de Dios 2,https://pluto.tv/latam/on-demand/movies/5fa95cd39d991c001a9ccae9,"Jackie, un talentoso cazador de tesoros, es contratado para recuperar 240 toneladas de oro que un comandante alemán, Hans von Katterling, y su regimiento enterraron en el desierto del Sahara antes del final de la Segunda Guerra Mundial."
El Vendedor Chino,https://pluto.tv/latam/on-demand/movies/5f7b8798e4b56900138b7f7c,"Yan Jian, un joven ingeniero chino se ofrece para ir al norte de África y ayudar a la compañía para la que trabaja a ganar una competencia. El espía francés Michael también intenta ganarla para controlar los grandes recursos minerales de África."
Contract To Kill,https://pluto.tv/latam/on-demand/movies/60f096ae0bb675001323d3ab,"John Harmon es un agente retirado del gobierno estadounidense conocido por derribar a la cabeza del cartel más grande de México. Ahora escondido en la peligrosa región fronteriza, Harmon es ""reactivado"" para un último trabajo."
Tráfico Humano,https://pluto.tv/latam/on-demand/movies/62bf189b5a39ee0013b3aae1,"Traumatizado por la muerte de un inocente, Bradley, un asesino a sueldo, se aparta de la sociedad y deambula por las peligrosas calles de un duro gueto del centro de la ciudad en busca de sentido para su vida."
El aprendiz,https://pluto.tv/latam/on-demand/movies/5e6a42a6e2fa10001becd0b7,"Un ex-agente de la CIA vuelve a la acción para proteger a un testigo muy valioso, pero pronto se da cuenta de que los tiempos han cambiado y ya no puede confiar en nadie, ni siquiera en aquellos a los que consideraba sus amigos."
Kickboxer Represalias,https://pluto.tv/latam/on-demand/movies/6141f410bce9e900135a595d,"Kurt Sloan se ha prometido a sí mismo que no volvería a Tailandia, pero alguien le seda y le obliga a volver al país asiático. Cuando despierta, descubre que está en prisión porque quieren que se enfrente a Mongkut."
Dragon Blade,https://pluto.tv/latam/on-demand/movies/5e6ff3674698db001ab3dda1,"Huo An es un comandante de la Brigada de Protección de las regiones occidentales, que se ve envuelto en las garras del mal y queda esclavizado."
Fire with Fire,https://pluto.tv/latam/on-demand/movies/5dfd2e82be7e53bc0c65d59d,"Un bombero fuera de servicio es testigo de un asesinato a manos de una banda de mafiosos. Entra en el programa de protección de testigos hasta que testifique, pero no consigue ocultarse por mucho tiempo de la banda, por lo que decide actuar por su cuenta."
Rescate Sangriento,https://pluto.tv/latam/on-demand/movies/60c8abc436537d001332099c,"Un ganster ruso retirado, actualmente escritor de novelas, es tentado a volver a la vida criminal cuando descubre que su hija va a casarse con el hijo de su enemigo."
Agua Profunda,https://pluto.tv/latam/on-demand/movies/5f7b877fe4b56900138b7df9,Black Water es una película de acción que gira en torno a un agente (Jean-Claude Van Damme) que despierta atrapado en una prisión secreta de la CIA a bordo de un submarino.
Peligro en la montaña,https://pluto.tv/latam/on-demand/movies/5f7b879be4b56900138b7fba,"Joe Braven es un humilde leñador que vive en la frontera de los Estados Unidos. Cuando es asaltado por un grupo de traficantes de drogas en la recluida cabaña donde vive, hará todo lo que puede para proteger a su familia."
24 horas para vivir,https://pluto.tv/latam/on-demand/movies/5f7b8695e4b56900138b70c2,"Un asesino profesional muere durante uno de sus trabajos, pero es devuelto a la vida por un día para cumplir una importante misión."
Machine Gun Preacher,https://pluto.tv/latam/on-demand/movies/5dfd2e7ebe7e53bc0c65d521,Sam Childers es un ex motorista traficante de drogas que encontró a Dios y se convirtió en un cruzado salvando a cientos de niños sudaneses obligados a convertirse en soldados.
6 Balas,https://pluto.tv/latam/on-demand/movies/5f3fd887ad190c001a52e538,"Cuando secuestran a la hija de un profesional de artes marciales, sólo hay un hombre que puede ayudar a encontrarla: un ex-mercenario."
The Warlords,https://pluto.tv/latam/on-demand/movies/5f3301191e712200131d94e8,El general imperial Pang Qingyun sobrevive a una batalla que acabó con todo su batallón.
Nacidos para luchar,https://pluto.tv/latam/on-demand/movies/5f7b8792e4b56900138b7f0c,"Un experimentado agente de la Interpol lidera un equipo que tiene la misión de combatir el narcotráfico en Europa del Este. Pero cuando un compañero y miembro de su grupo es asesinado por un gánster gitano, él se verá impulsado a implicarse en la acción."
El transportador 3,https://pluto.tv/latam/on-demand/movies/5e6a42b4e2fa10001becd22d,Frank Martin es un indiscutible especialista en entregas de alto riesgo. En esta ocasión está obligado bajo amenazas a trasladar dos voluminosas bolsas y una joven ucraniana desde Marsella hasta Odessa
"Kickboxer, la venganza",https://pluto.tv/latam/on-demand/movies/6141f413bce9e900135a599b,"El legendario luchador de Muay Thai Tong Po asesina sin piedad y en pleno ring a Eric Sloane. Entonces su hermano Kurt Sloane, que siempre ha vivido a la sombra de Eric ve desatado su gran deseo de venganza."
9,https://pluto.tv/latam/on-demand/movies/5f3fd87aad190c001a52e3c8,"La historia se centra en el nacimiento de la República China en 1911, cuando las fuerzas nacionalistas comandadas por Sun Yat-Sen expulsaron a la Dinastía Qing."
Hombre Peligroso,https://pluto.tv/latam/on-demand/movies/60c8abbe36537d001332092c,"Tras cumplir seis años en prisión por un crimen que no había cometido, Shane Daniels es absuelto con una disculpa del Estado de Arizona. Shane debe luchar a su manera en un país corrupto y asegurarse de que la chica salga con vida."
Tensión en Siria,https://pluto.tv/latam/on-demand/movies/64a6c6b46315810013c957b3,Dos pilotos iraníes están en una misión especial para rescatar a la gente de una pequeña ciudad siria que está rodeada por terroristas de ISIS. Ellos tendrán que enfrentar muchos desafíos antes de poder cumplir la misión.
Efecto flashback,https://pluto.tv/latam/on-demand/movies/649c886c12c80e0013cd187e,"En este thriller psicológico protagonizado por Dylan O’Brien (The Maze Runner), Fred protagoniza extraños flashbacks. Tratando de armar este rompecabezas, se embarca en un viaje al pasado a través de las dimensiones de su memoria."
Siervos de la guerra,https://pluto.tv/latam/on-demand/movies/62138b6933b8100013bb6dc2,"Dos policías intentan resolver el asesinato de un médico. Poco a poco, descubren una maraña de corrupción, un lucrativo comercio de órganos humanos y ADN."
Mimic: No sigas las voces,https://pluto.tv/latam/on-demand/movies/63d414c3200a6700136703aa,"Una familia que aún se está recuperando de un incidente traumático es víctima de un ser sobrenatural. Inspirado en la leyenda urbana coreana del Jangsan Tiger, una criatura devoradora de hombres que atrae a las personas imitando una voz."
El imperio de las sombras,https://pluto.tv/latam/on-demand/movies/649c887812c80e0013cd1a55,"Finales de los años 20, durante la ocupación japonesa de Corea. Un grupo de la Resistencia intenta traer explosivos desde China para destruir la base nipona en Seúl, mientras que los japoneses intentan detenerlos."
Sin rastro alguno,https://pluto.tv/latam/on-demand/movies/62138b4d33b8100013bb6b91,"Tras la muerte de su mujer, un policía deja la profesión para cuidar de su hija. Trabaja limpiando escenas de crímenes, pero un día, esa tarea rutinaria termina amenazando la vida estable que ha construido para su familia."
Delirio,https://pluto.tv/latam/on-demand/movies/649c887012c80e0013cd191b,"Con Ben Whishaw. Joseph es un guardia de seguridad del aeropuerto solitario atrapado en una vida sin propósito. En un impulsivo acto de rebelión, da rienda suelta a su ser más salvaje y vivirá un día furioso en las calles de Londres."
Avalancha: Desastre en la montaña,https://pluto.tv/latam/on-demand/movies/63d414b6200a670013670138,"Basado en hechos reales. Por primera vez, los escaladores chinos ascienden al Monte Everest desde la cara norte, conocida como el lado más desafiante de la montaña. El peligroso viaje los obliga a tomar decisiones de vida o muerte en todo momento."
Identidad alterada,https://pluto.tv/latam/on-demand/movies/649c886812c80e0013cd17e1,"Al ser confundido con un agente de la CIA involucrado en el robo de un experimento militar, a Dean le inyectan una droga que provoca alucinaciones. Ahora su novia y un detective tienen solo seis horas para encontrar el antídoto y salvarle la vida."
Una visita al pasado,https://pluto.tv/latam/on-demand/movies/649c84d8ab3edd001382cff2,"Con Kurt Russel. Una estrella de fútbol resultó herida y ahora vive como granjero con su familia. En un juego del destino, tiene la oportunidad de viajar en el tiempo y recuperar su gloria, pero cambiar el pasado también altera su presente."
El enviado de Dios,https://pluto.tv/latam/on-demand/movies/649c887f12c80e0013cd1b9b,La llegada de un perro a una familia en sufrimiento trae consuelo y compañía a un niño de 9 años y a un matrimonio dañado.
Los intrusos,https://pluto.tv/latam/on-demand/movies/63d414bd200a670013670273,"Con Maisie Williams. Un grupo de amigos cree haber realizado el robo perfecto: la casa de una pareja de ancianos de viaje. Pero la pareja regresa temprano, y la situación se sale de control y se vuelve cada vez más espeluznante."
El precio del perdón,https://pluto.tv/latam/on-demand/movies/63d414ba200a6700136701d5,"Un viudo que pierde la custodia de su hija también pierde su empleo. Así que acepta conducir un camión por todo el país, sin hacer preguntas. Pero su vida cambiará cuando él descubre lo que transporta."
Reflejos siniestros,https://pluto.tv/latam/on-demand/movies/63d414c0200a670013670311,"Los estudiantes de un prestigioso internado se convierten en las próximas víctimas de la Reina de Espadas cuando juegan con un espejo que concede deseos, sin saber que el precio de los deseos es su alma."
Terror en el aire,https://pluto.tv/latam/on-demand/movies/63d414b0200a670013670004,"Basado en un accidente de avión real. Cuando el parabrisas de un avión comercial se rompe a 30.000 pies, un piloto y su tripulación harán cualquier cosa para garantizar la seguridad de los pasajeros y aterrizar el avión."
El Silbón: Orígenes,https://pluto.tv/latam/on-demand/movies/6346d27dcba1290014d862d4,"Ángel fue marcado al nacer por una maldición. La muerte de su madre lo llevaron a convertirse en un espectro justiciero que comete actos sangrientos. La película está inspirada en un espíritu justiciero de leyendas venezolanas, que silba antes de atacar."
